ID_MONITORIA,DATA,AVAYALOGIN,SUPERVISOR,SEGMENTO,ANALISTA,NOTA_FINAL,Saudação e Identificação,Escuta Ativa,Clareza na Comunicação,Resolução no Primeiro Contato,Empatia com o Cliente,Conhecimento do Produto,Seguiu Script,Encerramento Adequado
1176,2024-03-05,5510124,Supervisor 7,Segmento 4,Bryan Garcia,6.1,8,5,8,8,5,3,3,9
1177,2024-01-20,5510126,Supervisor 1,Segmento 3,Ian da Luz,6.2,9,5,7,10,8,6,5,0
1178,2024-01-05,5510126,Supervisor 1,Segmento 3,Luiz Fernando Novais,6.2,9,5,10,10,2,5,6,3
1179,2024-01-16,5510126,Supervisor 1,Segmento 3,Srta. Gabrielly Castro,2.4,0,8,0,0,0,0,3,8
1180,2024-02-24,5510126,Supervisor 1,Segmento 3,Dra. Clarice Carvalho,3.9,1,0,7,4,1,2,6,10
1181,2024-02-23,5510126,Supervisor 1,Segmento 3,Vitor Hugo Duarte,2.0,0,0,9,1,0,3,1,2
1182,2024-02-20,5510126,Supervisor 1,Segmento 3,Clara Macedo,6.9,8,0,7,10,10,2,9,9
1183,2024-03-25,5510126,Supervisor 1,Segmento 3,Luana Pacheco,5.9,10,4,10,4,7,4,6,2
1184,2024-03-06,5510126,Supervisor 1,Segmento 3,Luiz Gustavo Ribeiro,5.0,2,6,9,6,4,0,7,6
1185,2024-03-27,5510126,Supervisor 1,Segmento 3,Vitor Casa Grande,5.6,3,8,6,3,10,1,8,6
1186,2024-01-17,5510127,Supervisor 7,Segmento 3,Luan Gomes,4.5,4,5,5,5,4,7,0,6
1187,2024-01-12,5510127,Supervisor 7,Segmento 3,Breno Costela,4.2,0,10,7,8,0,5,4,0
1188,2024-01-26,5510127,Supervisor 7,Segmento 3,Dra. Luiza Almeida,6.5,7,1,2,9,8,9,9,7
1189,2024-02-05,5510127,Supervisor 7,Segmento 3,Ana Cecília Barros,3.4,9,0,1,1,7,6,2,1
1190,2024-02-07,5510127,Supervisor 7,Segmento 3,Maria Júlia das Neves,5.1,5,8,8,7,3,1,4,5
1191,2024-02-23,5510127,Supervisor 7,Segmento 3,Luiz Henrique Mendes,4.2,10,0,10,3,3,1,5,2
1192,2024-03-15,5510127,Supervisor 7,Segmento 3,Vitória da Rocha,4.0,3,5,2,10,5,3,2,2
1193,2024-03-24,5510127,Supervisor 7,Segmento 3,Mirella da Cunha,6.0,0,8,10,10,1,2,10,7
1194,2024-03-13,5510127,Supervisor 7,Segmento 3,Luiz Gustavo Castro,5.5,4,9,9,3,9,1,9,0
1195,2024-01-19,5510129,Supervisor 3,Segmento 4,José Miguel Marques,3.0,1,1,2,8,4,0,1,7
1196,2024-01-27,5510129,Supervisor 3,Segmento 4,Pedro Henrique Siqueira,5.4,2,3,4,4,6,7,7,10
1197,2024-02-15,5510129,Supervisor 3,Segmento 4,Ravi Almeida,7.4,10,9,10,5,2,6,8,9
1198,2024-02-01,5510129,Supervisor 3,Segmento 4,Maria Vitória Aparecida,4.2,0,8,2,6,8,1,5,4
1199,2024-03-25,5510129,Supervisor 3,Segmento 4,Ravy Rodrigues,5.0,2,3,8,2,9,1,9,6
1200,2024-03-22,5510129,Supervisor 3,Segmento 4,Dr. Rhavi Ribeiro,6.0,9,8,8,0,4,9,1,9
1201,2024-01-15,5510130,Supervisor 3,Segmento 4,Nicolas Moraes,4.2,10,1,7,0,10,0,1,5
1202,2024-01-01,5510130,Supervisor 3,Segmento 4,Lavínia da Mata,5.5,9,1,9,7,7,0,7,4
1203,2024-02-24,5510130,Supervisor 3,Segmento 4,Clara Nogueira,7.0,4,3,10,10,4,7,10,8
1204,2024-02-17,5510130,Supervisor 3,Segmento 4,Maria Eduarda Garcia,5.1,2,1,7,10,3,8,9,1
1205,2024-03-26,5510130,Supervisor 3,Segmento 4,Caleb Montenegro,4.9,4,5,5,0,5,6,10,4
1206,2024-03-26,5510130,Supervisor 3,Segmento 4,Yasmin Vieira,6.0,10,10,10,10,2,0,2,4
1207,2024-01-10,5510131,Supervisor 6,Segmento 1,Raul Alves,5.1,6,4,2,8,5,9,5,2
1208,2024-01-08,5510131,Supervisor 6,Segmento 1,Pedro Miguel Santos,4.2,5,2,10,9,2,4,2,0
1209,2024-01-27,5510131,Supervisor 6,Segmento 1,Anna Liz Nogueira,6.2,10,9,0,4,2,10,10,5
1210,2024-01-09,5510131,Supervisor 6,Segmento 1,Davi Luiz Rocha,5.8,8,4,3,2,10,9,9,1
1211,2024-02-02,5510131,Supervisor 6,Segmento 1,José Souza,4.5,3,7,8,0,7,7,2,2
1212,2024-02-12,5510131,Supervisor 6,Segmento 1,Liz Lima,3.4,4,4,1,4,6,3,3,2
1213,2024-02-15,5510131,Supervisor 6,Segmento 1,João Miguel Cavalcante,5.5,7,8,8,4,5,9,3,0
1214,2024-02-19,5510131,Supervisor 6,Segmento 1,Ana Sophia Sá,6.8,5,0,6,9,10,9,8,7
1215,2024-03-09,5510131,Supervisor 6,Segmento 1,Matheus Peixoto,4.8,5,8,5,2,5,7,2,4
1216,2024-03-14,5510131,Supervisor 6,Segmento 1,Ana Pinto,6.2,9,2,5,9,8,7,6,4
1217,2024-03-01,5510131,Supervisor 6,Segmento 1,Caroline da Mata,5.0,0,0,6,9,6,4,6,9
1218,2024-03-08,5510131,Supervisor 6,Segmento 1,Arthur Gabriel Aparecida,3.8,0,1,6,4,4,10,2,3
1219,2024-01-17,5510133,Supervisor 5,Segmento 4,Manuella Barros,4.1,7,0,1,10,4,1,5,5
1220,2024-01-05,5510133,Supervisor 5,Segmento 4,João Lucas Barros,4.1,1,0,5,1,7,7,5,7
1221,2024-02-06,5510133,Supervisor 5,Segmento 4,Agatha da Costa,5.6,8,6,1,10,2,3,5,10
1222,2024-02-17,5510133,Supervisor 5,Segmento 4,Antonella Montenegro,6.8,10,8,7,6,6,2,6,9
1223,2024-03-21,5510133,Supervisor 5,Segmento 4,Otto Porto,3.9,0,9,1,1,9,6,3,2
1224,2024-03-21,5510133,Supervisor 5,Segmento 4,Maria Luiza Lima,5.0,3,6,2,5,3,7,8,6
1225,2024-01-21,5510134,Supervisor 4,Segmento 1,Rebeca Araújo,5.1,0,7,0,1,10,10,3,10
1226,2024-01-12,5510134,Supervisor 4,Segmento 1,Liz Gonçalves,7.1,1,10,6,8,8,9,7,8
1227,2024-01-06,5510134,Supervisor 4,Segmento 1,Ana Vitória Pimenta,3.5,0,3,3,10,2,3,1,6
1228,2024-02-20,5510134,Supervisor 4,Segmento 1,Juliana Garcia,5.8,4,9,5,8,6,4,9,1
1229,2024-02-05,5510134,Supervisor 4,Segmento 1,Maitê da Mata,3.8,7,0,5,8,0,3,0,7
1230,2024-02-15,5510134,Supervisor 4,Segmento 1,Dra. Larissa Barros,3.8,1,4,6,0,1,0,9,9
1231,2024-03-19,5510134,Supervisor 4,Segmento 1,Danilo Guerra,4.0,5,8,7,2,4,4,1,1
1232,2024-03-21,5510134,Supervisor 4,Segmento 1,Rodrigo Macedo,4.5,10,1,3,9,7,3,0,3
1233,2024-03-24,5510134,Supervisor 4,Segmento 1,Luiz Gustavo Cardoso,3.9,1,0,5,1,9,6,8,1
1234,2024-01-09,5510135,Supervisor 7,Segmento 4,Maria Luiza Cirino,4.5,6,9,1,0,7,6,4,3
1235,2024-01-23,5510135,Supervisor 7,Segmento 4,Sr. Breno Campos,3.1,2,6,3,1,4,2,4,3
1236,2024-01-13,5510135,Supervisor 7,Segmento 4,Ravi Aragão,5.1,8,2,10,2,4,4,2,9
1237,2024-01-18,5510135,Supervisor 7,Segmento 4,Enrico da Rosa,3.4,5,1,5,3,8,4,1,0
1238,2024-02-16,5510135,Supervisor 7,Segmento 4,Cecilia Leão,4.4,2,4,0,9,7,5,2,6
1239,2024-02-24,5510135,Supervisor 7,Segmento 4,Dra. Maria Luísa Cardoso,3.2,0,6,6,5,4,3,1,1
1240,2024-02-10,5510135,Supervisor 7,Segmento 4,Rhavi da Rosa,5.6,3,10,0,9,6,3,7,7
1241,2024-02-15,5510135,Supervisor 7,Segmento 4,Evelyn Garcia,5.0,4,0,10,10,1,9,4,2
1242,2024-03-10,5510135,Supervisor 7,Segmento 4,Dr. Erick Lima,3.2,2,8,5,2,2,0,4,3
1243,2024-03-07,5510135,Supervisor 7,Segmento 4,José Mendonça,3.0,3,0,10,0,6,2,3,0
1244,2024-03-06,5510135,Supervisor 7,Segmento 4,Melissa Ribeiro,5.0,5,0,4,7,8,2,7,7
1245,2024-03-25,5510135,Supervisor 7,Segmento 4,Joaquim Vieira,5.2,3,4,5,7,3,10,4,6
1246,2024-01-20,5510136,Supervisor 3,Segmento 3,Nicole Ribeiro,7.1,2,6,7,10,10,4,9,9
1247,2024-01-16,5510136,Supervisor 3,Segmento 3,Caio Alves,5.5,8,8,3,5,1,9,9,1
1248,2024-01-27,5510136,Supervisor 3,Segmento 3,Eduardo Rocha,5.2,7,7,3,7,6,6,0,6
1249,2024-01-01,5510136,Supervisor 3,Segmento 3,Henry Gabriel Fernandes,4.9,2,5,9,3,7,7,2,4
1250,2024-02-24,5510136,Supervisor 3,Segmento 3,Stephany Nunes,4.8,5,7,4,4,1,5,3,9
1251,2024-02-21,5510136,Supervisor 3,Segmento 3,Sophia Melo,4.8,6,6,0,8,6,0,4,8
1252,2024-02-24,5510136,Supervisor 3,Segmento 3,Dr. Leandro Fogaça,5.8,9,9,4,0,10,1,8,5
1253,2024-02-10,5510136,Supervisor 3,Segmento 3,Ana Julia Monteiro,5.5,1,4,9,6,8,7,3,6
1254,2024-03-19,5510136,Supervisor 3,Segmento 3,Daniel Ramos,6.2,8,9,4,5,6,1,8,9
1255,2024-03-27,5510136,Supervisor 3,Segmento 3,Mathias Mendonça,4.6,10,1,3,4,9,3,1,6
1256,2024-03-11,5510136,Supervisor 3,Segmento 3,Srta. Heloisa Vieira,5.1,7,5,5,0,10,3,10,1
1257,2024-03-27,5510136,Supervisor 3,Segmento 3,João da Mata,5.9,0,9,3,8,8,8,2,9
1258,2024-01-04,5510137,Supervisor 2,Segmento 2,Aylla Souza,6.0,6,3,7,9,7,3,6,7
1259,2024-01-18,5510137,Supervisor 2,Segmento 2,Aurora Sales,6.6,8,9,10,8,8,0,1,9
1260,2024-01-23,5510137,Supervisor 2,Segmento 2,Melina Cardoso,2.6,6,2,2,3,1,4,2,1
1261,2024-01-23,5510137,Supervisor 2,Segmento 2,Laura Pereira,3.6,1,10,2,5,3,4,0,4
1262,2024-02-17,5510137,Supervisor 2,Segmento 2,Paulo Araújo,4.0,4,4,10,4,0,7,2,1
1263,2024-02-16,5510137,Supervisor 2,Segmento 2,Ana Beatriz Mendes,4.6,1,1,2,5,9,6,6,7
1264,2024-02-20,5510137,Supervisor 2,Segmento 2,João Fernandes,4.6,9,5,6,1,1,3,9,3
1265,2024-02-06,5510137,Supervisor 2,Segmento 2,Alana Lima,3.8,5,3,0,1,9,3,6,3
1266,2024-03-21,5510137,Supervisor 2,Segmento 2,Diego Barbosa,6.5,3,9,5,9,7,5,7,7
1267,2024-03-11,5510137,Supervisor 2,Segmento 2,Dr. Marcos Vinicius Vargas,6.2,8,9,7,10,7,6,1,2
1268,2024-03-21,5510137,Supervisor 2,Segmento 2,Maria Laura Abreu,4.8,7,6,5,1,4,9,2,4
1269,2024-03-16,5510137,Supervisor 2,Segmento 2,Melina Jesus,3.1,1,0,0,9,6,9,0,0
1270,2024-01-26,5510138,Supervisor 7,Segmento 4,Brayan Costela,4.6,1,8,1,10,3,6,6,2
1271,2024-01-10,5510138,Supervisor 7,Segmento 4,Dra. Daniela Machado,2.6,0,6,6,6,1,0,2,0
1272,2024-01-08,5510138,Supervisor 7,Segmento 4,Clarice Alves,4.6,1,1,7,4,5,1,10,8
1273,2024-01-13,5510138,Supervisor 7,Segmento 4,Melina Melo,6.4,10,8,9,3,4,7,7,3
1274,2024-02-05,5510138,Supervisor 7,Segmento 4,Theo Ferreira,1.1,1,0,1,1,0,6,0,0
1275,2024-02-20,5510138,Supervisor 7,Segmento 4,Letícia Melo,5.2,3,0,8,5,9,7,3,7
1276,2024-02-04,5510138,Supervisor 7,Segmento 4,Agatha Siqueira,3.5,0,6,1,2,4,5,5,5
1277,2024-02-20,5510138,Supervisor 7,Segmento 4,Alexandre Casa Grande,4.1,1,9,5,1,3,2,2,10
1278,2024-03-04,5510138,Supervisor 7,Segmento 4,Dr. Mathias Fogaça,4.5,2,6,6,5,0,9,8,0
1279,2024-03-15,5510138,Supervisor 7,Segmento 4,Caio Alves,6.0,1,7,10,0,10,5,6,9
1280,2024-03-09,5510138,Supervisor 7,Segmento 4,Rodrigo Almeida,5.6,4,9,0,4,5,7,8,8
1281,2024-03-13,5510138,Supervisor 7,Segmento 4,Ísis da Paz,4.4,4,7,1,4,10,3,5,1
1282,2024-01-24,5510140,Supervisor 5,Segmento 3,Paulo Oliveira,4.1,0,4,5,1,5,8,2,8
1283,2024-01-12,5510140,Supervisor 5,Segmento 3,Ana Beatriz Vieira,5.6,4,3,6,5,6,8,5,8
1284,2024-02-21,5510140,Supervisor 5,Segmento 3,Fernando da Luz,5.4,6,9,7,10,4,4,3,0
1285,2024-02-21,5510140,Supervisor 5,Segmento 3,Apollo Siqueira,4.9,2,7,8,9,1,1,7,4
1286,2024-03-04,5510140,Supervisor 5,Segmento 3,Ryan Rezende,4.8,5,6,1,10,8,5,1,2
1287,2024-03-23,5510140,Supervisor 5,Segmento 3,Julia Souza,3.5,0,5,4,0,4,8,3,4
1288,2024-01-11,5510141,Supervisor 7,Segmento 4,Sr. Isaac Viana,5.4,10,7,6,8,2,5,4,1
1289,2024-01-25,5510141,Supervisor 7,Segmento 4,Brayan Silveira,4.1,3,2,1,4,10,6,0,7
1290,2024-01-22,5510141,Supervisor 7,Segmento 4,Srta. Ana Gonçalves,5.4,7,8,1,8,4,3,9,3
1291,2024-01-05,5510141,Supervisor 7,Segmento 4,Dom Barros,7.0,9,5,10,7,8,4,7,6
1292,2024-02-13,5510141,Supervisor 7,Segmento 4,Maitê da Cruz,4.8,5,0,5,4,7,6,7,4
1293,2024-02-11,5510141,Supervisor 7,Segmento 4,Fernando Borges,5.0,4,10,5,3,1,3,8,6
1294,2024-02-20,5510141,Supervisor 7,Segmento 4,João Vitor Fogaça,5.6,7,8,2,3,6,2,10,7
1295,2024-02-03,5510141,Supervisor 7,Segmento 4,Olívia Jesus,6.8,10,8,4,2,10,3,7,10
1296,2024-03-10,5510141,Supervisor 7,Segmento 4,Rhavi Correia,4.4,4,0,5,10,1,7,1,7
1297,2024-03-11,5510141,Supervisor 7,Segmento 4,Anthony Gabriel das Neves,5.0,5,7,10,3,2,2,8,3
1298,2024-03-08,5510141,Supervisor 7,Segmento 4,Sra. Hellena Viana,3.1,6,1,3,8,1,4,2,0
1299,2024-03-25,5510141,Supervisor 7,Segmento 4,Vitor Aragão,6.2,10,0,2,8,7,10,3,10
1300,2024-01-24,5510142,Supervisor 3,Segmento 4,Arthur Gabriel Caldeira,4.9,0,3,6,2,7,10,5,6
1301,2024-02-16,5510142,Supervisor 3,Segmento 4,Vicente Pimenta,4.4,2,9,5,2,2,4,2,9
1302,2024-03-03,5510142,Supervisor 3,Segmento 4,Luísa Dias,3.6,3,2,6,7,4,5,2,0
1303,2024-01-02,5510143,Supervisor 6,Segmento 1,Arthur Miguel Fonseca,5.9,2,6,10,0,7,5,9,8
1304,2024-01-18,5510143,Supervisor 6,Segmento 1,Dr. Luiz Fernando Araújo,3.6,1,7,10,3,1,1,6,0
1305,2024-01-04,5510143,Supervisor 6,Segmento 1,Théo Mendonça,2.4,1,2,4,0,3,6,0,3
1306,2024-01-25,5510143,Supervisor 6,Segmento 1,Noah Sales,4.6,6,0,8,2,7,8,1,5
1307,2024-01-04,5510143,Supervisor 6,Segmento 1,Sophia da Cunha,6.6,7,5,8,4,9,8,7,5
1308,2024-01-11,5510143,Supervisor 6,Segmento 1,Thomas Barbosa,5.6,5,10,2,8,1,0,10,9
1309,2024-02-05,5510143,Supervisor 6,Segmento 1,Evelyn Guerra,6.5,3,1,9,9,10,3,8,9
1310,2024-02-06,5510143,Supervisor 6,Segmento 1,Raquel Rodrigues,3.5,6,3,5,5,2,3,1,3
1311,2024-02-25,5510143,Supervisor 6,Segmento 1,Danilo Casa Grande,5.4,3,5,8,6,2,6,8,5
1312,2024-02-13,5510143,Supervisor 6,Segmento 1,Sara Gomes,4.2,0,3,8,5,10,0,4,4
1313,2024-02-11,5510143,Supervisor 6,Segmento 1,Dra. Maria Isis Novais,4.0,8,6,10,0,1,0,1,6
1314,2024-02-17,5510143,Supervisor 6,Segmento 1,Eloah Novais,3.5,10,3,2,9,0,0,0,4
1315,2024-03-21,5510143,Supervisor 6,Segmento 1,Davi Lucca Sampaio,7.4,10,2,1,9,9,10,8,10
1316,2024-03-10,5510143,Supervisor 6,Segmento 1,Lucas Souza,5.0,9,3,9,6,0,7,3,3
1317,2024-03-02,5510143,Supervisor 6,Segmento 1,Aurora da Costa,3.4,1,2,5,6,6,1,4,2
1318,2024-03-27,5510143,Supervisor 6,Segmento 1,Stephany Pires,2.4,0,6,2,1,4,0,2,4
1319,2024-03-26,5510143,Supervisor 6,Segmento 1,Isabela Teixeira,8.2,9,9,10,8,8,9,3,10
1320,2024-03-25,5510143,Supervisor 6,Segmento 1,Caroline Borges,4.5,4,10,2,1,7,1,10,1
1321,2024-01-07,5510145,Supervisor 4,Segmento 1,Srta. Heloísa Santos,4.0,2,2,3,1,2,8,10,4
1322,2024-01-10,5510145,Supervisor 4,Segmento 1,Ana Júlia Cassiano,5.4,1,5,10,2,7,7,6,5
1323,2024-01-04,5510145,Supervisor 4,Segmento 1,Pedro Miguel Camargo,5.0,10,5,9,2,5,3,2,4
1324,2024-01-18,5510145,Supervisor 4,Segmento 1,Catarina Freitas,5.5,2,5,4,7,5,9,5,7
1325,2024-02-15,5510145,Supervisor 4,Segmento 1,Luigi da Costa,6.1,6,2,4,9,2,9,8,9
1326,2024-02-05,5510145,Supervisor 4,Segmento 1,Sr. Luiz Miguel Fernandes,5.9,6,10,1,8,7,5,2,8
1327,2024-02-18,5510145,Supervisor 4,Segmento 1,Bárbara Costa,4.8,8,10,2,8,1,7,0,2
1328,2024-02-11,5510145,Supervisor 4,Segmento 1,Isabel Dias,4.2,6,2,4,5,8,5,2,2
1329,2024-03-26,5510145,Supervisor 4,Segmento 1,Dr. Juan da Mata,4.1,4,10,3,1,6,7,2,0
1330,2024-03-10,5510145,Supervisor 4,Segmento 1,Sr. Noah Novais,6.9,8,3,8,8,8,4,10,6
1331,2024-03-01,5510145,Supervisor 4,Segmento 1,Luiz Gustavo da Paz,4.4,1,10,0,8,6,2,2,6
1332,2024-03-10,5510145,Supervisor 4,Segmento 1,Evelyn Barbosa,5.5,10,5,9,1,9,4,0,6
1333,2024-01-23,5510146,Supervisor 3,Segmento 4,Davi Miguel Martins,4.5,9,4,2,5,0,5,5,6
1334,2024-01-09,5510146,Supervisor 3,Segmento 4,Maria Luiza Aragão,6.2,10,2,9,7,5,5,9,3
1335,2024-01-07,5510146,Supervisor 3,Segmento 4,Pedro Lucas Pinto,4.2,3,8,4,1,9,6,2,1
1336,2024-01-05,5510146,Supervisor 3,Segmento 4,Leonardo Azevedo,6.6,9,8,5,10,10,1,5,5
1337,2024-01-24,5510146,Supervisor 3,Segmento 4,Davi Lucas da Cunha,7.2,10,3,8,8,4,6,9,10
1338,2024-02-09,5510146,Supervisor 3,Segmento 4,Francisco Farias,5.9,7,5,10,3,8,4,7,3
1339,2024-02-25,5510146,Supervisor 3,Segmento 4,Enzo Gabriel Leão,5.2,6,5,9,2,7,6,6,1
1340,2024-02-10,5510146,Supervisor 3,Segmento 4,Gustavo Moura,4.2,1,3,1,7,6,1,5,10
1341,2024-02-11,5510146,Supervisor 3,Segmento 4,Ayla Camargo,4.8,8,6,5,0,4,8,7,0
1342,2024-02-01,5510146,Supervisor 3,Segmento 4,Ana Vargas,5.0,8,7,2,8,10,4,0,1
1343,2024-03-07,5510146,Supervisor 3,Segmento 4,Erick Guerra,6.0,0,6,7,6,4,10,10,5
1344,2024-03-24,5510146,Supervisor 3,Segmento 4,Maria Clara Montenegro,3.4,10,4,0,5,6,0,2,0
1345,2024-03-24,5510146,Supervisor 3,Segmento 4,Ana Sophia Correia,5.5,10,1,8,7,3,2,8,5
1346,2024-03-23,5510146,Supervisor 3,Segmento 4,Isis Leão,6.0,6,5,8,10,0,10,9,0
1347,2024-03-13,5510146,Supervisor 3,Segmento 4,Mariah Cardoso,5.5,5,10,3,8,0,5,10,3
1348,2024-01-25,5510147,Supervisor 6,Segmento 2,Mariana Aragão,2.9,6,5,0,3,2,4,0,3
1349,2024-02-05,5510147,Supervisor 6,Segmento 2,Luara Vasconcelos,4.5,0,7,0,3,0,8,8,10
1350,2024-03-16,5510147,Supervisor 6,Segmento 2,Josué Jesus,6.0,5,10,4,10,2,3,10,4
1351,2024-01-20,5510148,Supervisor 5,Segmento 3,Enzo Gabriel Rodrigues,6.8,9,8,3,7,10,6,3,8
1352,2024-01-13,5510148,Supervisor 5,Segmento 3,Ravy Gonçalves,6.8,9,5,10,6,0,8,9,7
1353,2024-01-01,5510148,Supervisor 5,Segmento 3,Maria Isis Ramos,6.5,10,3,10,6,5,4,7,7
1354,2024-01-01,5510148,Supervisor 5,Segmento 3,Maria Sophia Nascimento,4.0,4,6,0,1,10,1,10,0
1355,2024-01-17,5510148,Supervisor 5,Segmento 3,Dr. Juan Oliveira,5.0,8,4,3,9,9,0,1,6
1356,2024-01-11,5510148,Supervisor 5,Segmento 3,Noah Brito,6.1,10,10,3,5,8,7,5,1
1357,2024-02-20,5510148,Supervisor 5,Segmento 3,Benjamim Rezende,2.5,4,6,0,0,2,5,3,0
1358,2024-02-14,5510148,Supervisor 5,Segmento 3,Eduardo Freitas,5.8,0,9,5,10,8,10,4,0
1359,2024-02-23,5510148,Supervisor 5,Segmento 3,Sr. Paulo Santos,6.1,3,10,4,4,9,9,1,9
1360,2024-02-18,5510148,Supervisor 5,Segmento 3,Stephany Fogaça,4.6,5,4,0,1,7,7,4,9
1361,2024-02-26,5510148,Supervisor 5,Segmento 3,Davi Luiz Camargo,4.0,5,0,3,5,4,4,9,2
1362,2024-02-03,5510148,Supervisor 5,Segmento 3,Luiza Camargo,3.8,5,3,0,5,8,1,3,5
1363,2024-03-20,5510148,Supervisor 5,Segmento 3,Miguel Jesus,4.8,5,1,2,10,6,10,4,0
1364,2024-03-05,5510148,Supervisor 5,Segmento 3,Maria Flor Correia,6.2,0,8,9,3,8,10,7,5
1365,2024-03-22,5510148,Supervisor 5,Segmento 3,Sophie Garcia,6.5,5,9,8,10,6,8,0,6
1366,2024-03-20,5510148,Supervisor 5,Segmento 3,Henry Gabriel da Cunha,5.2,10,6,6,4,3,0,6,7
1367,2024-03-12,5510148,Supervisor 5,Segmento 3,Julia Lima,5.0,3,8,7,5,0,2,7,8
1368,2024-03-08,5510148,Supervisor 5,Segmento 3,Nathan Souza,5.1,7,10,3,6,2,1,8,4
1369,2024-01-25,5510149,Supervisor 6,Segmento 1,Ravi Lucca Freitas,5.1,1,7,7,4,5,5,8,4
1370,2024-01-19,5510149,Supervisor 6,Segmento 1,Antônio Garcia,4.9,8,9,1,1,6,6,1,7
1371,2024-01-03,5510149,Supervisor 6,Segmento 1,Lívia Aragão,4.1,3,10,4,7,4,2,2,1
1372,2024-01-15,5510149,Supervisor 6,Segmento 1,Clara da Cunha,4.0,9,9,1,4,3,1,5,0
1373,2024-01-06,5510149,Supervisor 6,Segmento 1,Srta. Pietra Aparecida,5.5,10,9,7,0,7,1,10,0
1374,2024-01-22,5510149,Supervisor 6,Segmento 1,Mariana Pereira,5.0,2,10,0,2,10,3,4,9
1375,2024-02-05,5510149,Supervisor 6,Segmento 1,Pedro Miguel Sousa,4.2,2,5,0,9,6,1,8,3
1376,2024-02-14,5510149,Supervisor 6,Segmento 1,Srta. Alícia da Paz,5.5,0,3,8,6,2,8,9,8
1377,2024-02-07,5510149,Supervisor 6,Segmento 1,José Pedro Mendonça,6.1,1,8,9,9,9,3,2,8
1378,2024-02-08,5510149,Supervisor 6,Segmento 1,Alexia Jesus,4.6,4,0,0,7,8,2,6,10
1379,2024-02-27,5510149,Supervisor 6,Segmento 1,Larissa Almeida,5.2,10,9,3,1,10,3,2,4
1380,2024-02-26,5510149,Supervisor 6,Segmento 1,Sra. Manuella Pimenta,4.1,1,9,1,0,10,0,10,2
1381,2024-03-05,5510149,Supervisor 6,Segmento 1,Clara Abreu,4.1,2,5,9,1,6,3,3,4
1382,2024-03-08,5510149,Supervisor 6,Segmento 1,Lucas Jesus,3.8,5,3,4,2,10,1,0,5
1383,2024-03-24,5510149,Supervisor 6,Segmento 1,Sarah Vasconcelos,5.5,5,8,9,1,1,9,8,3
1384,2024-03-01,5510149,Supervisor 6,Segmento 1,Lucas Andrade,3.5,1,0,3,0,10,5,2,7
1385,2024-03-05,5510149,Supervisor 6,Segmento 1,João Gabriel da Paz,4.2,0,3,4,4,1,8,10,4
1386,2024-03-20,5510149,Supervisor 6,Segmento 1,Catarina Alves,3.9,4,0,4,3,8,0,7,5
1387,2024-01-21,5510150,Supervisor 2,Segmento 3,Matheus Ferreira,6.8,4,0,5,10,10,5,10,10
1388,2024-01-14,5510150,Supervisor 2,Segmento 3,Stephany Aragão,5.0,5,8,6,4,4,5,2,6
1389,2024-01-08,5510150,Supervisor 2,Segmento 3,Letícia da Conceição,3.5,4,6,5,0,7,2,3,1
1390,2024-01-23,5510150,Supervisor 2,Segmento 3,Juliana Carvalho,5.5,10,3,4,1,9,1,10,6
1391,2024-02-15,5510150,Supervisor 2,Segmento 3,Benicio Sá,5.2,2,8,8,4,4,8,3,5
1392,2024-02-02,5510150,Supervisor 2,Segmento 3,Stella Siqueira,4.5,7,5,3,1,4,8,0,8
1393,2024-02-26,5510150,Supervisor 2,Segmento 3,Alexandre Martins,3.4,1,0,2,6,2,3,10,3
1394,2024-02-03,5510150,Supervisor 2,Segmento 3,Thales Correia,4.1,3,2,9,6,1,9,3,0
1395,2024-03-20,5510150,Supervisor 2,Segmento 3,Lucca Teixeira,3.5,0,2,0,7,9,0,6,4
1396,2024-03-08,5510150,Supervisor 2,Segmento 3,Emanuel Aragão,5.0,7,3,9,5,8,0,0,8
1397,2024-03-07,5510150,Supervisor 2,Segmento 3,Sr. Benjamim da Cunha,4.4,10,1,7,4,4,1,1,7
1398,2024-03-24,5510150,Supervisor 2,Segmento 3,Valentim Cavalcante,4.1,0,7,2,3,0,8,9,4
1399,2024-01-23,5510151,Supervisor 6,Segmento 2,Natália Vasconcelos,6.2,6,6,2,9,8,1,9,9
1400,2024-01-08,5510151,Supervisor 6,Segmento 2,Ana Julia Santos,6.6,7,8,8,3,5,8,10,4
1401,2024-01-16,5510151,Supervisor 6,Segmento 2,Fernanda Viana,4.5,3,4,10,1,7,6,5,0
1402,2024-01-09,5510151,Supervisor 6,Segmento 2,Luiza Pereira,4.1,3,6,0,2,9,1,9,3
1403,2024-01-27,5510151,Supervisor 6,Segmento 2,Raul Vargas,4.4,0,5,10,1,2,7,1,9
1404,2024-02-20,5510151,Supervisor 6,Segmento 2,Maria Eduarda da Conceição,5.0,8,1,0,9,8,4,4,6
1405,2024-02-03,5510151,Supervisor 6,Segmento 2,Daniel Vieira,5.6,5,2,4,10,8,8,2,6
1406,2024-02-08,5510151,Supervisor 6,Segmento 2,Sr. Luan Cirino,2.6,5,2,3,4,3,0,4,0
1407,2024-02-27,5510151,Supervisor 6,Segmento 2,Isaque Nunes,5.2,6,3,2,5,10,2,9,5
1408,2024-02-27,5510151,Supervisor 6,Segmento 2,Diogo Borges,3.8,6,9,1,0,3,5,2,4
